"concept","broader","enLabel","deLabel"
"http://data.europa.eu/8mn/euroscivoc/388b11f2-ea9a-4730-b933-ff74934568b4","http://data.europa.eu/8mn/euroscivoc/57ae94b9-b0e2-4066-b910-3b58c015c17e","thermochemistry","Thermochemie"
"http://data.europa.eu/8mn/euroscivoc/38e57437-b2cc-4d26-a46e-c5b639c01e5f","http://data.europa.eu/8mn/euroscivoc/a348fcd2-3bdd-46f9-aa2c-a91301f1e12e","physiotherapy","Physiotherapie"
"http://data.europa.eu/8mn/euroscivoc/38ee72d6-1158-4d1f-a6c8-e60f7b913c33","http://data.europa.eu/8mn/euroscivoc/26770c2b-64ce-4611-896f-cdefb4893317","architecture engineering","Bauwesen"
"http://data.europa.eu/8mn/euroscivoc/391c6d9f-9472-4ce3-b7bf-8be268890959","http://data.europa.eu/8mn/euroscivoc/0650224c-0f98-4b97-a6ac-f6cf00b0b636","crystallography","Kristallographie"
"http://data.europa.eu/8mn/euroscivoc/3961e9d2-ab3b-451b-b246-20fc0ec3b0c4","http://data.europa.eu/8mn/euroscivoc/a348fcd2-3bdd-46f9-aa2c-a91301f1e12e","nephrology","Nephrologie"
"http://data.europa.eu/8mn/euroscivoc/39c4c0d8-230f-4212-8bb4-a090f6ea095e","http://data.europa.eu/8mn/euroscivoc/a4440832-246b-4287-9e41-3ee3fa79f944","plant cloning","Klonen von Pflanzen"
"http://data.europa.eu/8mn/euroscivoc/3a8c866d-87bf-4346-a5d1-92080b124fd4","http://data.europa.eu/8mn/euroscivoc/45e374e6-da15-44da-9995-9ddd9b01fea9","metalloids","Metalloide"
"http://data.europa.eu/8mn/euroscivoc/3aa7fb7c-2eba-4211-a8f4-8d1ccaddc7e2","http://data.europa.eu/8mn/euroscivoc/495b214f-06c8-45b9-a5d2-64e2df5dc2e3","cells technologies","Zelltechnik"
"http://data.europa.eu/8mn/euroscivoc/3b916916-c808-4417-ad5c-95d5b65f6705","http://data.europa.eu/8mn/euroscivoc/bce55415-258e-403c-b797-1e0ba2e3f5c4","ethnolichenology","Ethnolichenologie"
"http://data.europa.eu/8mn/euroscivoc/3c7d4f8a-c885-4c6d-a41b-b3ff1cb3669c","http://data.europa.eu/8mn/euroscivoc/12df4518-adab-4191-a79f-74eb18ad1688","biomaterials","Biomaterialien"
"http://data.europa.eu/8mn/euroscivoc/3cfe854e-4602-4cef-b292-b95b62cc9439","http://data.europa.eu/8mn/euroscivoc/b0a5e340-eff7-4c23-8db2-e82fb8b8e930","floriculture","Blumenzucht"
"http://data.europa.eu/8mn/euroscivoc/3d1728d6-e584-452b-9784-69afcbde53cf","http://data.europa.eu/8mn/euroscivoc/5754a839-d714-4849-9789-e831eb4af6f1","periodontics","Parodontologie"
"http://data.europa.eu/8mn/euroscivoc/3d2eea7a-35ae-44ec-81df-83e3238de646","http://data.europa.eu/8mn/euroscivoc/d8bca3d6-cd94-4597-8d72-39fd31699728","virology","Virologie"
"http://data.europa.eu/8mn/euroscivoc/3d4bb92f-d3cb-4991-a0ce-91d200f4ffad","http://data.europa.eu/8mn/euroscivoc/b525048b-4d08-420b-b2ac-5cccaaa26d91","armed conflicts","bewaffnete Konflikte"
"http://data.europa.eu/8mn/euroscivoc/3d76a7f4-5a16-411e-ae44-7b712d5222ee",,"natural sciences","Naturwissenschaften"
"http://data.europa.eu/8mn/euroscivoc/3db974b3-3197-453e-bf1f-208dcfc7e3e2","http://data.europa.eu/8mn/euroscivoc/71cd7e43-dbf6-420f-8338-b444439e4e41","obesity","Fettleibigkeit"
"http://data.europa.eu/8mn/euroscivoc/3de50dee-da1c-4791-a386-56bca24a5fed","http://data.europa.eu/8mn/euroscivoc/a348fcd2-3bdd-46f9-aa2c-a91301f1e12e","psychiatry","Psychiatrie"
"http://data.europa.eu/8mn/euroscivoc/3e083223-d46f-4cab-b93a-95598b4f6be1","http://data.europa.eu/8mn/euroscivoc/8aa08c31-d3ac-401e-939d-65876f7b9b08","computational fluid dynamics","numerische Strömungsmechanik"
"http://data.europa.eu/8mn/euroscivoc/3e3b69cb-7cab-41d8-bd6c-6945f9c982ad","http://data.europa.eu/8mn/euroscivoc/ea994073-d367-4ed7-9df3-4477a9c6cf6f","manufacturing engineering","Produktionstechnik"
"http://data.europa.eu/8mn/euroscivoc/3e5e7f13-544d-4969-ad99-6ae6e410bbc2","http://data.europa.eu/8mn/euroscivoc/9ca92e56-2da1-4d52-a0dc-384fee40d4ba","HIV","HIV"
"http://data.europa.eu/8mn/euroscivoc/3eaeff93-c40a-4806-b3a3-74e6c69cc9ef","http://data.europa.eu/8mn/euroscivoc/1ad04442-4f97-4a5e-aba8-4fc2889faeca","general language studies","allgemeines Sprachstudium"
"http://data.europa.eu/8mn/euroscivoc/3ebb12b8-e06f-4d47-9ca6-1ac7acf2ecdf","http://data.europa.eu/8mn/euroscivoc/4988e02f-0b78-40f3-a53b-2b67a4aae5aa","knot theory","Knotentheorie"
"http://data.europa.eu/8mn/euroscivoc/3ed53afc-0fa6-49e8-be2d-215044c9a85a","http://data.europa.eu/8mn/euroscivoc/75c3d647-f4fe-4906-abfb-62aa052724b7","coal","Kohle"
"http://data.europa.eu/8mn/euroscivoc/3ef34e0f-0576-4510-927c-f345727888f8","http://data.europa.eu/8mn/euroscivoc/4fcab395-f3b5-41c6-a260-6acd51de4741","nucleic acids","Nukleinsäure"
"http://data.europa.eu/8mn/euroscivoc/3f64adaf-451f-4c57-806c-1174ed834c6b","http://data.europa.eu/8mn/euroscivoc/f5bf3404-60d3-43a9-a12c-ad98d9168abe","phytoremediation","Phytosanierung"
"http://data.europa.eu/8mn/euroscivoc/3f74c7bb-2443-4074-a653-6689d73cc55e","http://data.europa.eu/8mn/euroscivoc/fa2ceeab-3b2f-45e9-9243-e5a8005b98de","malaria","Malaria"
"http://data.europa.eu/8mn/euroscivoc/3ff77f4e-20d9-4c0d-a50f-61415b404fae","http://data.europa.eu/8mn/euroscivoc/763cdd4c-3c18-4fa5-91be-fc6c8754d116","ornithology","Ornithologie"
"http://data.europa.eu/8mn/euroscivoc/403e6b96-4460-4e8a-9500-a854d8f25b57","http://data.europa.eu/8mn/euroscivoc/a55114ca-1ad7-4c52-a261-d753fbeb3529","modern and contemporary art","moderne und zeitgenössische Kunst"
"http://data.europa.eu/8mn/euroscivoc/40c5c393-e96d-47a2-b057-e823cfc1fa07","http://data.europa.eu/8mn/euroscivoc/5294e080-9aee-4eb6-99c6-c77afc5dc846","mathematical analysis","mathematische Analyse"
"http://data.europa.eu/8mn/euroscivoc/40c73d84-142b-42bd-b0e5-6f9a9b3f6a91","http://data.europa.eu/8mn/euroscivoc/546f93d1-4503-4a57-90d9-8ec927ab112e","solid mechanics","Festkörpermechanik"
"http://data.europa.eu/8mn/euroscivoc/40cbd681-c84f-4af3-887a-beb6d9857f0f","http://data.europa.eu/8mn/euroscivoc/77030c6f-37d5-46d0-961c-b2a053ecb8d7","international law","internationales Recht"
"http://data.europa.eu/8mn/euroscivoc/4149c404-cb51-4f7c-93f2-cc346e8c9c98","http://data.europa.eu/8mn/euroscivoc/045d8dc4-1d48-4d18-b8ad-47e9df29100e","magnetic resonance imaging","Magnetresonanztomografie"
"http://data.europa.eu/8mn/euroscivoc/41d8a14d-6def-402e-b6e5-09d1cd8d3fc4","http://data.europa.eu/8mn/euroscivoc/d3b09b78-ac5c-4fc3-b58a-9573daf0e304","astronomy","Astronomie"
"http://data.europa.eu/8mn/euroscivoc/41df2551-e670-4398-a74a-dd5c58476f70","http://data.europa.eu/8mn/euroscivoc/950e524e-2e57-4026-9624-0f308a042961","inorganic amorphous solids","anorganische amorphe Feststoffe"
"http://data.europa.eu/8mn/euroscivoc/4215b6cb-66f0-4ace-a270-8ae68bdd1a76","http://data.europa.eu/8mn/euroscivoc/dc9a4100-9eb3-4956-8fd8-b67ea07a70ad","nanocomposites","Nanokomposite"
"http://data.europa.eu/8mn/euroscivoc/42401eb1-95bc-4ae0-b91f-453748889ac6","http://data.europa.eu/8mn/euroscivoc/17849784-ab0a-4622-9678-19c11f64c0d2","medieval philosophy","Philosophie des Mittelalters"
"http://data.europa.eu/8mn/euroscivoc/42d56c99-ce08-429f-9751-4f711910a804","http://data.europa.eu/8mn/euroscivoc/41d8a14d-6def-402e-b6e5-09d1cd8d3fc4","observational astronomy","beobachtende Astronomie"
"http://data.europa.eu/8mn/euroscivoc/42d645e0-f58d-40ed-9917-5b227ff41a92","http://data.europa.eu/8mn/euroscivoc/34b9c059-9e6c-4ec1-8a96-845c95c1a978","substance abuse","Drogenmissbrauch"
"http://data.europa.eu/8mn/euroscivoc/432182f0-ede2-4b63-8b2c-fd36f487fb53","http://data.europa.eu/8mn/euroscivoc/12df4518-adab-4191-a79f-74eb18ad1688","bioprocessing technologies","Bioprozesstechnik"
"http://data.europa.eu/8mn/euroscivoc/432746d6-998b-431f-b22f-d3abe0e8aada","http://data.europa.eu/8mn/euroscivoc/a348fcd2-3bdd-46f9-aa2c-a91301f1e12e","surgery","Chirurgie"
"http://data.europa.eu/8mn/euroscivoc/4369c5f2-2619-43ca-9cac-bed980e1004e","http://data.europa.eu/8mn/euroscivoc/930e5ede-15a3-42f9-82e2-500b248f0443","continuous glucose monitors","kontinuierliche Blutzuckermessgeräte"
"http://data.europa.eu/8mn/euroscivoc/437c1f4d-96f4-4721-9194-455037fa37fa","http://data.europa.eu/8mn/euroscivoc/5784b7f1-c7ce-49d9-9f38-aebcda0ff41d","leukemia","Leukämie"
"http://data.europa.eu/8mn/euroscivoc/43a8b6f2-6232-46b8-b75e-15767430e3a4","http://data.europa.eu/8mn/euroscivoc/4a677632-5b41-485a-8bf1-d9aae4c2da15","5G","5G"
"http://data.europa.eu/8mn/euroscivoc/4455c187-2f2f-4cd1-a4dd-449f59d73b39","http://data.europa.eu/8mn/euroscivoc/a348fcd2-3bdd-46f9-aa2c-a91301f1e12e","cardiology","Kardiologie"
"http://data.europa.eu/8mn/euroscivoc/44d3f45e-99c6-4654-b9ea-3ac2c00b86c2","http://data.europa.eu/8mn/euroscivoc/3d2eea7a-35ae-44ec-81df-83e3238de646","viromes","Virome"
"http://data.europa.eu/8mn/euroscivoc/44dfe719-40b0-4d63-a0b1-8602905b26f4","http://data.europa.eu/8mn/euroscivoc/65672057-bb45-47a9-9b2d-5dd7c15dae10","social anthropology","Sozialanthropologie"
"http://data.europa.eu/8mn/euroscivoc/44e74c12-5d9f-450a-9d64-95bab42c1434","http://data.europa.eu/8mn/euroscivoc/f2a75729-1f21-4b2d-8c7d-bc7af02e71f7","troposphere","Troposphäre"
"http://data.europa.eu/8mn/euroscivoc/44ff5565-9342-4222-8270-64c574ed0180","http://data.europa.eu/8mn/euroscivoc/cf97c48c-d28c-4928-b6d0-d7cad57be273","fertility","Fruchtbarkeit"
"http://data.europa.eu/8mn/euroscivoc/4572e164-3bd5-4af2-837b-6b617fc3a7b1","http://data.europa.eu/8mn/euroscivoc/83e22162-07bd-48eb-a6ae-d003d6910aff","psychoanalysis","Psychoanalyse"
"http://data.europa.eu/8mn/euroscivoc/4596682b-a138-4bb2-9414-6c9f9056401b","http://data.europa.eu/8mn/euroscivoc/bc439c68-e0c9-4af7-ac71-891e3b60761d","environmental governance","Umweltmanagement"
"http://data.europa.eu/8mn/euroscivoc/45995f37-1362-414e-970f-7fcca98b779c","http://data.europa.eu/8mn/euroscivoc/c4793dfe-e80e-49dd-9fcc-a1a742de1b25","muscular dystrophies","Muskeldystrophie"
"http://data.europa.eu/8mn/euroscivoc/45cdcd87-2aea-4a65-b7bb-22b7206e7e44","http://data.europa.eu/8mn/euroscivoc/b3a90d84-518a-4adb-b613-0e63f7582cba","viral genomes","virale Genome"
"http://data.europa.eu/8mn/euroscivoc/45e374e6-da15-44da-9995-9ddd9b01fea9","http://data.europa.eu/8mn/euroscivoc/bce870dd-43f3-4656-8866-d76b0d71f5b8","inorganic chemistry","anorganische Chemie"
"http://data.europa.eu/8mn/euroscivoc/45ebd79f-52a5-4dd9-bd75-da51a7f904d2","http://data.europa.eu/8mn/euroscivoc/40c5c393-e96d-47a2-b057-e823cfc1fa07","fourier analysis","Fourier-Analyse"
"http://data.europa.eu/8mn/euroscivoc/46414b4c-ea2c-4a35-b8ba-8f110dd8eb13","http://data.europa.eu/8mn/euroscivoc/739766f0-539e-4fba-8144-9249bb38719a","nanoelectromechanical systems","nanoelektromechanische Systeme"
"http://data.europa.eu/8mn/euroscivoc/46889256-2431-4fb0-bee0-184f2c8a24c4","http://data.europa.eu/8mn/euroscivoc/e437ed99-4a4e-4fb3-af7e-fae6a2c2a800","computer security","Computersicherheit"
"http://data.europa.eu/8mn/euroscivoc/46b0065f-4c0a-49f3-8d30-95594bec23b4","http://data.europa.eu/8mn/euroscivoc/8e469a25-b5fd-4bf3-8cc1-d14800e650e0","sustainability sciences","Nachhaltigkeitswissenschaft"
"http://data.europa.eu/8mn/euroscivoc/46b4c7fc-fae5-4925-a2f9-6ecbdfec5109","http://data.europa.eu/8mn/euroscivoc/734e0a2e-5a5f-4bee-aff1-39389370e524","inclusive education","inklusive Bildung"
"http://data.europa.eu/8mn/euroscivoc/46bb355e-acf6-4eb1-8c29-18efb51f0ec0","http://data.europa.eu/8mn/euroscivoc/1ad04442-4f97-4a5e-aba8-4fc2889faeca","literature studies","Literaturwissenschaft"
"http://data.europa.eu/8mn/euroscivoc/46f52482-d4bc-4d44-9924-0bd242e3bcc4","http://data.europa.eu/8mn/euroscivoc/46889256-2431-4fb0-bee0-184f2c8a24c4","data protection","Datenschutz"
"http://data.europa.eu/8mn/euroscivoc/46fb9b5a-8493-4b52-86a4-43b7ba7d2387","http://data.europa.eu/8mn/euroscivoc/e7b9a22b-8915-4a56-a5e4-b2670cf2fd6f","age inequality","Altersgefälle"
"http://data.europa.eu/8mn/euroscivoc/4711beeb-e331-419a-b1cb-78e9b6d357d7","http://data.europa.eu/8mn/euroscivoc/6b4f284b-6a4b-466d-a600-812ac17321e6","polyhydroxyalkanoates","Polyhydroxyalkanoate"
"http://data.europa.eu/8mn/euroscivoc/4715fd38-1233-4283-8247-32eda72784c8","http://data.europa.eu/8mn/euroscivoc/734e0a2e-5a5f-4bee-aff1-39389370e524","pedagogy","Pädagogik"
"http://data.europa.eu/8mn/euroscivoc/4775cf31-fe0d-45e5-b90a-8b5e78014b64","http://data.europa.eu/8mn/euroscivoc/ca74d281-1a02-4330-bb9d-c37be452d597","airport engineering","Flughafenbautechnik"
"http://data.europa.eu/8mn/euroscivoc/47e9b92e-bdb2-44f2-b0a1-d8086380a3b6","http://data.europa.eu/8mn/euroscivoc/8231b087-2b26-40fd-a239-d42c8f62f678","squamous cell carcinoma","Plattenepithelkarzinom"
"http://data.europa.eu/8mn/euroscivoc/47eb9d78-a29d-4759-8c86-d7d4a8065997","http://data.europa.eu/8mn/euroscivoc/a55114ca-1ad7-4c52-a261-d753fbeb3529","musicology","Musikwissenschaft"
"http://data.europa.eu/8mn/euroscivoc/4825264c-ff40-46ee-b7a9-dc5093003929","http://data.europa.eu/8mn/euroscivoc/34b9c059-9e6c-4ec1-8a96-845c95c1a978","parasitology","Parasitologie"
"http://data.europa.eu/8mn/euroscivoc/483253a4-6001-4040-8f87-ca432a607497","http://data.europa.eu/8mn/euroscivoc/ddec251f-0c47-44a4-b95d-9d4bf11a093e","higgs bosons","Higgs-Boson"
"http://data.europa.eu/8mn/euroscivoc/48c3435f-a944-4338-a194-715b51b110cd","http://data.europa.eu/8mn/euroscivoc/345f2706-c765-41b5-b347-ea98d3901472","pandemic risks","Pandemierisiko"
"http://data.europa.eu/8mn/euroscivoc/48e57e4d-5e3d-4311-b7e0-1b44f5c7d2a0","http://data.europa.eu/8mn/euroscivoc/76144833-3f5b-4f6e-8568-f3511da61f95","unemployment","Arbeitslosigkeit"
"http://data.europa.eu/8mn/euroscivoc/4924e464-4d3b-43cf-83b5-a3582f8b9b0a","http://data.europa.eu/8mn/euroscivoc/7a76dd1e-8d1b-425f-8603-69da0818c305","ice giants","Eisriesen"
"http://data.europa.eu/8mn/euroscivoc/4940967c-1739-49c6-8474-6bb8ad7ff588","http://data.europa.eu/8mn/euroscivoc/bce870dd-43f3-4656-8866-d76b0d71f5b8","nuclear chemistry","Nuklearchemie"
"http://data.europa.eu/8mn/euroscivoc/495b214f-06c8-45b9-a5d2-64e2df5dc2e3","http://data.europa.eu/8mn/euroscivoc/9e8e1abb-1a14-40ef-9658-782092fa5cf6","medical biotechnology","Medizinische Biotechnologie"
"http://data.europa.eu/8mn/euroscivoc/4964c84a-7f43-4b2f-a434-f4af9a4cfde3","http://data.europa.eu/8mn/euroscivoc/dc1b3723-476f-453c-a596-c7ccfde9b4b1","quantitative analysis","quantitative Analyse"
"http://data.europa.eu/8mn/euroscivoc/4988e02f-0b78-40f3-a53b-2b67a4aae5aa","http://data.europa.eu/8mn/euroscivoc/5294e080-9aee-4eb6-99c6-c77afc5dc846","topology","Topologie"
"http://data.europa.eu/8mn/euroscivoc/49bd5122-c5d7-4ca4-b7fb-e5c6f3ded62d","http://data.europa.eu/8mn/euroscivoc/b533acc2-aff1-4c65-80ca-5d5bee865ba9","occupational health","Gesundheitsschutz am Arbeitsplatz"
"http://data.europa.eu/8mn/euroscivoc/49fe836e-8ea5-4748-b108-a9c8a8fabf46","http://data.europa.eu/8mn/euroscivoc/639d0234-14fd-43b2-b590-543b94c95aa2","biosensors","Biosensoren"
"http://data.europa.eu/8mn/euroscivoc/4a174a1e-bab0-4d76-988c-9712b5703e35","http://data.europa.eu/8mn/euroscivoc/531bd18a-eedd-4345-8b2f-5464f96615f8","carbon capture engineering","CO2-Abscheidetechnik"
"http://data.europa.eu/8mn/euroscivoc/4a54085a-ff4f-4b91-b572-472262d210d5","http://data.europa.eu/8mn/euroscivoc/e4f1674a-c71f-4cad-b99b-5461ed81d0a6","el niño","El Niño"
"http://data.europa.eu/8mn/euroscivoc/4a603b88-120c-4883-baa7-bd214a0038e1","http://data.europa.eu/8mn/euroscivoc/516375dc-b795-4a7f-982f-bbbf8b46c93f","proteomics","Proteomik"
"http://data.europa.eu/8mn/euroscivoc/4a677632-5b41-485a-8bf1-d9aae4c2da15","http://data.europa.eu/8mn/euroscivoc/08c42eeb-abe1-44ee-bf30-a29f39897f40","mobile network","Mobiles Netzwerk"
"http://data.europa.eu/8mn/euroscivoc/4a8788fc-4172-461c-ae94-40be4f39043f","http://data.europa.eu/8mn/euroscivoc/3d76a7f4-5a16-411e-ae44-7b712d5222ee","earth and related environmental sciences","Geowissenschaften und verwandte Umweltwissenschaften"
"http://data.europa.eu/8mn/euroscivoc/4ad75c3c-205c-420e-b9cd-18ee54258c43","http://data.europa.eu/8mn/euroscivoc/734e0a2e-5a5f-4bee-aff1-39389370e524","didactics","Didaktik"
"http://data.europa.eu/8mn/euroscivoc/4ae9faed-32ab-4b7c-adb1-90f54d10c540","http://data.europa.eu/8mn/euroscivoc/a348fcd2-3bdd-46f9-aa2c-a91301f1e12e","angiology","Angiologie"
"http://data.europa.eu/8mn/euroscivoc/4b5513b7-450c-4919-a145-7d16f5cd2cdc","http://data.europa.eu/8mn/euroscivoc/22ea0d5d-4358-4568-8c42-c728869ba3b9","hydrogen energy","Wasserstoffenergie"
"http://data.europa.eu/8mn/euroscivoc/4b85aedb-f755-4e39-9c09-e387cc6ce3e1","http://data.europa.eu/8mn/euroscivoc/f025f4c6-13d7-4aed-a7c5-e9b465f72a50","simulation software","Simulationssoftware"
"http://data.europa.eu/8mn/euroscivoc/4b891a94-f4da-4d15-902f-6e2ca9569c41","http://data.europa.eu/8mn/euroscivoc/b3a90d84-518a-4adb-b613-0e63f7582cba","prokaryotic genomes","prokaryotische Genome"
"http://data.europa.eu/8mn/euroscivoc/4b9f8efb-68dd-45a1-b04c-d23d457d6898","http://data.europa.eu/8mn/euroscivoc/a348fcd2-3bdd-46f9-aa2c-a91301f1e12e","general medicine","Allgemeinmedizin"
"http://data.europa.eu/8mn/euroscivoc/4bb38ebc-c3c6-471f-9691-7f671c8842a2","http://data.europa.eu/8mn/euroscivoc/a9aa37ce-d8d5-4d68-9123-ffbced0aed12","cell metabolism","Zellstoffwechsel"
"http://data.europa.eu/8mn/euroscivoc/4c262914-2d10-491c-a687-11291b292dd9","http://data.europa.eu/8mn/euroscivoc/99f792a4-fb82-4f84-98df-ff76d9f98f0e","combinatorics","Kombinatorik"
"http://data.europa.eu/8mn/euroscivoc/4c414391-687c-4bbb-82a3-6e648af87349","http://data.europa.eu/8mn/euroscivoc/78a8da5a-99ca-4426-a884-33eaf080953d","science fiction","Science-Fiction"
"http://data.europa.eu/8mn/euroscivoc/4c711209-5434-4c40-9a9c-ac42ca338ea5","http://data.europa.eu/8mn/euroscivoc/f67fcfdd-4265-4d1a-b065-17aa2492180c","paleoanthropology","Paläoanthropologie"
"http://data.europa.eu/8mn/euroscivoc/4c8f4b46-6f5c-41d9-9079-7de85c16431d","http://data.europa.eu/8mn/euroscivoc/e437ed99-4a4e-4fb3-af7e-fae6a2c2a800","artificial intelligence","künstliche Intelligenz"
"http://data.europa.eu/8mn/euroscivoc/4ca6f709-c1f7-4544-86e0-6a3aecc210b8","http://data.europa.eu/8mn/euroscivoc/a90b6f46-eb48-46d0-81c2-37cf667fd4a5","isotope hydrology","Isotopenhydrologie"
"http://data.europa.eu/8mn/euroscivoc/4cec15e9-0570-49e3-91d7-cebe00d0fadf","http://data.europa.eu/8mn/euroscivoc/34b9c059-9e6c-4ec1-8a96-845c95c1a978","tropical medicine","Tropenmedizin"
"http://data.europa.eu/8mn/euroscivoc/4cf432e6-b08b-41ed-b2b1-b18a4be23fc8","http://data.europa.eu/8mn/euroscivoc/74f1f6d9-2480-440a-a168-82967a9677ef","meteorites","Meteoriten"
"http://data.europa.eu/8mn/euroscivoc/4d28a639-cc74-44b5-bb42-adb66664c192","http://data.europa.eu/8mn/euroscivoc/2dbfd0d0-fc0e-4426-986e-ad00a7ea7810","public libraries","öffentliche Bibliothek"
"http://data.europa.eu/8mn/euroscivoc/4d3e0b8f-ce04-475e-933f-a82f26f1086f","http://data.europa.eu/8mn/euroscivoc/10352c4c-328e-4dac-a89c-44b6be1420e9","separation technologies","Trenntechnik"
"http://data.europa.eu/8mn/euroscivoc/4df60e5a-a143-45d2-b1a6-c2dcb31d977a","http://data.europa.eu/8mn/euroscivoc/9b9abbee-82f5-4766-bd4d-feb73cf06573","agriculture, forestry, and fisheries","Landwirtschaft, Forstwirtschaft und Fischerei"
"http://data.europa.eu/8mn/euroscivoc/4e048a35-4aa2-4bc0-9d83-5ca43f21bf17","http://data.europa.eu/8mn/euroscivoc/00a28aba-3218-4825-a8ed-5929fde51130","solar physics","Solarphysik"
"http://data.europa.eu/8mn/euroscivoc/4e2d5d05-e6af-41fa-abc0-5ef8a0d09661","http://data.europa.eu/8mn/euroscivoc/b33c5338-c5bb-4026-8b86-7e2ff7cd2e3c","apiculture","Bienenzucht"
"http://data.europa.eu/8mn/euroscivoc/4e705211-8770-4a2a-8596-dbc25b41c83b","http://data.europa.eu/8mn/euroscivoc/bce870dd-43f3-4656-8866-d76b0d71f5b8","electrochemistry","Elektrochemie"
"http://data.europa.eu/8mn/euroscivoc/4f0cd12b-f068-4303-8b72-8d714f36f6a9","http://data.europa.eu/8mn/euroscivoc/bf927f14-c975-45e6-bedd-a383152aa7d3","DNA","DNS"
"http://data.europa.eu/8mn/euroscivoc/4f3b304b-f7cc-4fd0-bcc6-a27183089456","http://data.europa.eu/8mn/euroscivoc/5c631d7c-2a8c-40b4-9ba9-71121e2d5e63","medicinal chemistry","medizinische Chemie"
"http://data.europa.eu/8mn/euroscivoc/4f546680-d48b-4c0d-9c81-9870b0a16c32","http://data.europa.eu/8mn/euroscivoc/cf97c48c-d28c-4928-b6d0-d7cad57be273","human migrations","menschliche Migration"
"http://data.europa.eu/8mn/euroscivoc/4f88813e-8fbc-424d-bf2f-316c50684e7c","http://data.europa.eu/8mn/euroscivoc/380ec7da-dd0e-49e8-9914-ca5c72a5c2de","analogue electronics","Analogtechnik"
"http://data.europa.eu/8mn/euroscivoc/4fc54e32-5c0e-4f9f-aec1-18bb20609eba","http://data.europa.eu/8mn/euroscivoc/4a8788fc-4172-461c-ae94-40be4f39043f","geochemistry","Geochemie"
"http://data.europa.eu/8mn/euroscivoc/4fcab395-f3b5-41c6-a260-6acd51de4741","http://data.europa.eu/8mn/euroscivoc/dde8eea3-9315-4c49-8464-f26a2deb949f","biomolecules","Biomoleküle"
"http://data.europa.eu/8mn/euroscivoc/4fe6cea9-6919-4151-bb60-ed9591edd1d9","http://data.europa.eu/8mn/euroscivoc/65f1cb53-0694-477b-9900-61ac8ad78c67","lithology","Lithologie"
"http://data.europa.eu/8mn/euroscivoc/506c04ef-2bd1-464e-8017-db30eb140abc","http://data.europa.eu/8mn/euroscivoc/aa030197-1dda-4fdc-9e79-520fb5ea6624","sedimentary petrology","Sedimentpetrologie"
"http://data.europa.eu/8mn/euroscivoc/50df14de-3934-4dc8-a6e1-c0008963aa0e","http://data.europa.eu/8mn/euroscivoc/866c484a-44d8-4fde-b54f-3b1d9f8ca612","ethics","Ethik"
"http://data.europa.eu/8mn/euroscivoc/51375078-2b2e-438e-afa1-49bed3b06349","http://data.europa.eu/8mn/euroscivoc/1d8b779c-f72c-40fe-a8b9-22608c4e9df4","marker assisted selection","markerunterstützte Selektion"
"http://data.europa.eu/8mn/euroscivoc/516375dc-b795-4a7f-982f-bbbf8b46c93f","http://data.europa.eu/8mn/euroscivoc/4fcab395-f3b5-41c6-a260-6acd51de4741","proteins","Proteine"
"http://data.europa.eu/8mn/euroscivoc/519ffb0d-3c16-4f20-a628-579ed57942d8","http://data.europa.eu/8mn/euroscivoc/8de72c5d-c07e-4665-9d31-5aa4e1aa44f8","lubrication","Schmierung"
"http://data.europa.eu/8mn/euroscivoc/51a8c684-33c9-4e85-86e9-95f1e7b50f1c","http://data.europa.eu/8mn/euroscivoc/32983fb5-b823-4830-a924-773611dc4e25","comparative morphology","vergleichenden Morphologie"
"http://data.europa.eu/8mn/euroscivoc/520b95a0-2583-4cb4-88ab-4f886fc2e0e2","http://data.europa.eu/8mn/euroscivoc/ace9a277-0a73-4d3c-8728-3b0279a4b069","sexual violence","sexuelle Gewalt"
"http://data.europa.eu/8mn/euroscivoc/527ab165-56f2-4020-8975-e7cd3f21d01d","http://data.europa.eu/8mn/euroscivoc/4c8f4b46-6f5c-41d9-9079-7de85c16431d","machine learning","maschinelles Lernen"
"http://data.europa.eu/8mn/euroscivoc/5294e080-9aee-4eb6-99c6-c77afc5dc846","http://data.europa.eu/8mn/euroscivoc/5ac3ab8e-7d50-4091-94e2-0eec71c915db","pure mathematics","reine Mathematik"
"http://data.europa.eu/8mn/euroscivoc/53157b24-5ec5-4b97-bbeb-b1af580cf101","http://data.europa.eu/8mn/euroscivoc/41d8a14d-6def-402e-b6e5-09d1cd8d3fc4","astrochemistry","Astrochemie"
"http://data.europa.eu/8mn/euroscivoc/531bd18a-eedd-4345-8b2f-5464f96615f8","http://data.europa.eu/8mn/euroscivoc/64605fff-1946-4fd4-b021-e2e83b71dcac","environmental engineering","Umwelttechnik"
"http://data.europa.eu/8mn/euroscivoc/533e6923-ce7b-4b03-856c-af4478a48c00","http://data.europa.eu/8mn/euroscivoc/3961e9d2-ab3b-451b-b246-20fc0ec3b0c4","kidney diseases","Nierenkrankheit"
"http://data.europa.eu/8mn/euroscivoc/5375c411-6db9-40ed-a854-6554102a587b","http://data.europa.eu/8mn/euroscivoc/a348fcd2-3bdd-46f9-aa2c-a91301f1e12e","dermatology","Dermatologie"
