"kind","code","name","parent"
"field","340702","Radiation and matter","3407"
"field","340703","Statistical mechanics in chemistry","3407"
"field","340704","Theoretical quantum chemistry","3407"
"field","340799","Theoretical and computational chemistry not elsewhere classified","3407"
"field","349901","Forensic chemistry","3499"
"field","349999","Other chemical sciences not elsewhere classified","3499"
"field","350101","Accounting theory and standards","3501"
"field","350102","Auditing and accountability","3501"
"field","350103","Financial accounting","3501"
"field","350104","International accounting","3501"
"field","350105","Management accounting","3501"
"field","350106","Not-for-profit accounting and accountability","3501"
"field","350107","Sustainability accounting and reporting","3501"
"field","350108","Taxation accounting","3501"
"field","350199","Accounting, auditing and accountability not elsewhere classified","3501"
"field","350201","Environment and climate finance","3502"
"field","350202","Finance","3502"
"field","350203","Financial econometrics","3502"
"field","350204","Financial institutions (incl. banking)","3502"
"field","350205","Household finance and financial literacy","3502"
"field","350206","Insurance studies","3502"
"field","350207","International finance","3502"
"field","350208","Investment and risk management","3502"
"field","350209","Not-for-profit finance and risk","3502"
"field","350299","Banking, finance and investment not elsewhere classified","3502"
"field","350301","Business analytics","3503"
"field","350302","Business information management (incl. records, knowledge and intelligence)","3503"
"field","350303","Business information systems","3503"
"field","350304","Business systems in context","3503"
"field","350305","Forensic intelligence","3503"
"field","350306","Forensic science and management","3503"
"field","350307","Technology management","3503"
"field","350399","Business systems in context not elsewhere classified","3503"
"field","350401","Food and hospitality services","3504"
"field","350402","Hospitality management","3504"
"field","350403","Real estate and valuation services","3504"
"field","350404","Retail","3504"
"field","350405","Sport and leisure management","3504"
"field","350499","Commercial services not elsewhere classified","3504"
"field","350501","Business and labour history","3505"
"field","350502","Employment equity and diversity","3505"
"field","350503","Human resources management","3505"
"field","350504","Industrial and employee relations","3505"
"field","350505","Occupational and workplace health and safety","3505"
"field","350506","Workforce planning","3505"
"field","350507","Workplace wellbeing and quality of working life","3505"
"field","350599","Human resources and industrial relations not elsewhere classified","3505"
"field","350601","Consumer behaviour","3506"
"field","350602","Consumer-oriented product or service development","3506"
"field","350603","Industrial marketing","3506"
"field","350604","Marketing communications","3506"
"field","350605","Marketing management (incl. strategy and customer relations)","3506"
"field","350606","Marketing research methodology","3506"
"field","350607","Marketing technology","3506"
"field","350608","Marketing theory","3506"
"field","350609","Not-for-profit marketing","3506"
"field","350610","Pricing (incl. consumer value estimation)","3506"
"field","350611","Service marketing","3506"
"field","350612","Social marketing","3506"
"field","350699","Marketing not elsewhere classified","3506"
"field","350701","Corporate governance","3507"
"field","350702","Corporate social responsibility","3507"
"field","350703","Disaster and emergency management","3507"
"field","350704","Entrepreneurship","3507"
"field","350705","Innovation management","3507"
"field","350706","International business","3507"
"field","350707","Leadership","3507"
"field","350708","Not-for-profit business and management","3507"
"field","350709","Organisation and management theory","3507"
"field","350710","Organisational behaviour","3507"
"field","350711","Organisational planning and management","3507"
"field","350712","Production and operations management","3507"
"field","350713","Project management","3507"
"field","350714","Public sector organisation and management","3507"
"field","350715","Quality management","3507"
"field","350716","Small business organisation and management","3507"
"field","350717","Stakeholder engagement","3507"
"field","350718","Strategy","3507"
"field","350799","Strategy, management and organisational behaviour not elsewhere classified","3507"
"field","350801","Impacts of tourism","3508"
"field","350802","Tourism forecasting","3508"
"field","350803","Tourism management","3508"
"field","350804","Tourism marketing","3508"
"field","350805","Tourism resource appraisal","3508"
"field","350806","Tourist behaviour and visitor experience","3508"
"field","350899","Tourism not elsewhere classified","3508"
"field","350901","Air transportation and freight services","3509"
"field","350902","Intelligent mobility","3509"
"field","350903","Logistics","3509"
"field","350904","Maritime transportation and freight services","3509"
"field","350905","Passenger needs","3509"
"field","350906","Public transport","3509"
"field","350907","Rail transportation and freight services","3509"
"field","350908","Road transportation and freight services","3509"
"field","350909","Supply chains","3509"
"field","350999","Transportation, logistics and supply chains not elsewhere classified","3509"
"field","359999","Other commerce, management, tourism and services not elsewhere classified","3599"
"field","360101","Art criticism","3601"
"field","360102","Art history","3601"
"field","360103","Art theory","3601"
"field","360104","Visual cultures","3601"
"field","360199","Art history, theory and criticism not elsewhere classified","3601"
"field","360201","Creative writing (incl. scriptwriting)","3602"
"field","360202","Digital writing","3602"
"field","360203","Professional writing and journalism practice","3602"
"field","360204","Site-based writing","3602"
"field","360205","Technical writing","3602"
"field","360299","Creative and professional writing not elsewhere classified","3602"
"field","360301","Music cognition","3603"
"field","360302","Music composition and improvisation","3603"
"field","360303","Music education","3603"
"field","360304","Music performance","3603"
"field","360305","Music technology and recording","3603"
"field","360306","Musicology and ethnomusicology","3603"
"field","360399","Music not elsewhere classified","3603"
"field","360401","Applied theatre","3604"
"field","360402","Dance and dance studies","3604"
"field","360403","Drama, theatre and performance studies","3604"
"field","360499","Performing arts not elsewhere classified","3604"
"field","360501","Cinema studies","3605"
"field","360502","Computer gaming and animation","3605"
"field","360503","Digital and electronic media art","3605"
"field","360504","Interactive media","3605"
"field","360505","Screen media","3605"
"field","360506","Visual effects","3605"
"field","360599","Screen and digital media not elsewhere classified","3605"
"field","360601","Crafts","3606"
"field","360602","Fine arts","3606"
"field","360603","Performance art","3606"
"field","360604","Photography, video and lens-based practice","3606"
"field","360699","Visual arts not elsewhere classified","3606"
"field","369999","Other creative arts and writing not elsewhere classified","3699"
"field","370101","Adverse weather events","3701"
"field","370102","Air pollution processes and air quality measurement","3701"
"field","370103","Atmospheric aerosols","3701"
"field","370104","Atmospheric composition, chemistry and processes","3701"
"field","370105","Atmospheric dynamics","3701"
"field","370106","Atmospheric radiation","3701"
"field","370107","Cloud physics","3701"
"field","370108","Meteorology","3701"
"field","370109","Tropospheric and stratospheric physics","3701"
"field","370199","Atmospheric sciences not elsewhere classified","3701"
"field","370201","Climate change processes","3702"
"field","370202","Climatology","3702"
"field","370203","Greenhouse gas inventories and fluxes","3702"
"field","370299","Climate change science not elsewhere classified","3702"
"field","370301","Exploration geochemistry","3703"
"field","370302","Inorganic geochemistry","3703"
"field","370303","Isotope geochemistry","3703"
"field","370304","Organic geochemistry","3703"
"field","370399","Geochemistry not elsewhere classified","3703"
"field","370401","Computational modelling and simulation in earth sciences","3704"
"field","370402","Earth and space science informatics","3704"
"field","370403","Geoscience data visualisation","3704"
"field","370499","Geoinformatics not elsewhere classified","3704"
"field","370501","Biomineralisation","3705"
"field","370502","Geochronology","3705"
"field","370503","Igneous and metamorphic petrology","3705"
"field","370504","Marine geoscience","3705"
"field","370505","Mineralogy and crystallography","3705"
"field","370506","Palaeontology (incl. palynology)","3705"
"field","370507","Planetary geology","3705"
"field","370508","Resource geoscience","3705"
"field","370509","Sedimentology","3705"
"field","370510","Stratigraphy (incl. biostratigraphy, sequence stratigraphy and basin analysis)","3705"
"field","370511","Structural geology and tectonics","3705"
"field","370512","Volcanology","3705"
"field","370599","Geology not elsewhere classified","3705"
"field","370601","Applied geophysics","3706"
"field","370602","Electrical and electromagnetic methods in geophysics","3706"
"field","370603","Geodesy","3706"
"field","370604","Geodynamics","3706"
"field","370605","Geothermics and radiometrics","3706"
"field","370606","Gravimetrics","3706"
"field","370607","Magnetism and palaeomagnetism","3706"
"field","370608","Petrophysics and rock mechanics","3706"
"field","370609","Seismology and seismic exploration","3706"
"field","370699","Geophysics not elsewhere classified","3706"
"field","370701","Contaminant hydrology","3707"
"field","370702","Ecohydrology","3707"
"field","370703","Groundwater hydrology","3707"
"field","370704","Surface water hydrology","3707"
"field","370705","Urban hydrology","3707"
"field","370799","Hydrology not elsewhere classified","3707"
"field","370801","Biological oceanography","3708"
"field","370802","Chemical oceanography","3708"
"field","370803","Physical oceanography","3708"
"field","370899","Oceanography not elsewhere classified","3708"
"field","370901","Geomorphology and earth surface processes","3709"
"field","370902","Glaciology","3709"
"field","370903","Natural hazards","3709"
"field","370904","Palaeoclimatology","3709"
"field","370905","Quaternary environments","3709"
"field","370906","Regolith and landscape evolution","3709"
"field","370999","Physical geography and environmental geoscience not elsewhere classified","3709"
"field","379901","Earth system sciences","3799"
"field","379999","Other earth sciences not elsewhere classified","3799"
"field","380101","Agricultural economics","3801"
"field","380102","Behavioural economics","3801"
"field","380103","Economic history","3801"
"field","380104","Economics of education","3801"
"field","380105","Environment and resource economics","3801"
"field","380106","Experimental economics","3801"
"field","380107","Financial economics","3801"
"field","380108","Health economics","3801"
"field","380109","Industry economics and industrial organisation","3801"
"field","380110","International economics","3801"
"field","380111","Labour economics","3801"
"field","380112","Macroeconomics (incl. monetary and fiscal theory)","3801"
"field","380113","Public economics - public choice","3801"
"field","380114","Public economics - publicly provided goods","3801"
"field","380115","Public economics - taxation and revenue","3801"
"field","380116","Tourism economics","3801"
"field","380117","Transport economics","3801"
"field","380118","Urban and regional economics","3801"
"field","380119","Welfare economics","3801"
"field","380199","Applied economics not elsewhere classified","3801"
"field","380201","Cross-sectional analysis","3802"
"field","380202","Econometric and statistical methods","3802"
"field","380203","Economic models and forecasting","3802"
"field","380204","Panel data analysis","3802"
"field","380205","Time-series analysis","3802"
"field","380299","Econometrics not elsewhere classified","3802"
"field","380301","History of economic thought","3803"
"field","380302","Macroeconomic theory","3803"
"field","380303","Mathematical economics","3803"
"field","380304","Microeconomic theory","3803"
"field","380399","Economic theory not elsewhere classified","3803"
"field","389901","Comparative economic systems","3899"
"field","389902","Ecological economics","3899"
"field","389903","Heterodox economics","3899"
"field","389999","Other economics not elsewhere classified","3899"
"field","390101","Creative arts, media and communication curriculum and pedagogy","3901"
"field","390102","Curriculum and pedagogy theory and development","3901"
"field","390103","Economics, business and management curriculum and pedagogy","3901"
"field","390104","English and literacy curriculum and pedagogy (excl. LOTE, ESL and TESOL)","3901"
"field","390105","Environmental education curriculum and pedagogy","3901"
"field","390106","Geography education curriculum and pedagogy","3901"
"field","390107","Humanities and social sciences curriculum and pedagogy (excl. economics, business and management)","3901"
"field","390108","LOTE, ESL and TESOL curriculum and pedagogy","3901"
"field","390109","Mathematics and numeracy curriculum and pedagogy","3901"
"field","390110","Medicine, nursing and health curriculum and pedagogy","3901"
"field","390111","Physical education and development curriculum and pedagogy","3901"
"field","390112","Religion curriculum and pedagogy","3901"
"field","390113","Science, technology and engineering curriculum and pedagogy","3901"
"field","390114","Vocational education and training curriculum and pedagogy","3901"
"field","390115","Work integrated learning (incl. internships)","3901"
"field","390199","Curriculum and pedagogy not elsewhere classified","3901"
"field","390201","Education policy","3902"
"field","390202","History and philosophy of education","3902"
"field","390203","Sociology of education","3902"
"field","390299","Education policy, sociology and philosophy not elsewhere classified","3902"
"field","390301","Continuing and community education","3903"
"field","390302","Early childhood education","3903"
"field","390303","Higher education","3903"
"field","390304","Primary education","3903"
"field","390305","Professional education and training","3903"
"field","390306","Secondary education","3903"
"field","390307","Teacher education and professional development of educators","3903"
"field","390308","Technical, further and workplace education","3903"
"field","390399","Education systems not elsewhere classified","3903"
"field","390401","Comparative and cross-cultural education","3904"
"field","390402","Education assessment and evaluation","3904"
"field","390403","Educational administration, management and leadership","3904"
"field","390404","Educational counselling","3904"
"field","390405","Educational technology and computing","3904"
"field","390406","Gender, sexuality and education","3904"
"field","390407","Inclusive education","3904"
"field","390408","Learning analytics","3904"
"field","390409","Learning sciences","3904"
"field","390410","Multicultural education (excl. Aboriginal and Torres Strait Islander, Māori and Pacific Peoples)","3904"
"field","390411","Special education and disability","3904"
"field","390412","Teacher and student wellbeing","3904"
"field","390499","Specialist studies in education not elsewhere classified","3904"
"field","399999","Other education not elsewhere classified","3999"
"field","400101","Aerospace materials","4001"
"field","400102","Aerospace structures","4001"
"field","400103","Aircraft performance and flight control systems","4001"
"field","400104","Avionics","4001"
"field","400105","Flight dynamics","4001"
"field","400106","Hypersonic propulsion and hypersonic aerothermodynamics","4001"
"field","400107","Satellite, space vehicle and missile design and testing","4001"
"field","400199","Aerospace engineering not elsewhere classified","4001"
"field","400201","Automotive combustion and fuel engineering","4002"
"field","400202","Automotive engineering materials","4002"
"field","400203","Automotive mechatronics and autonomous systems","4002"
"field","400204","Automotive safety engineering","4002"
"field","400205","Hybrid and electric vehicles and powertrains","4002"
"field","400299","Automotive engineering not elsewhere classified","4002"
"field","400301","Biofabrication","4003"
"field","400302","Biomaterials","4003"
"field","400303","Biomechanical engineering","4003"
"field","400304","Biomedical imaging","4003"
"field","400305","Biomedical instrumentation","4003"
"field","400306","Computational physiology","4003"
"field","400307","Mechanobiology","4003"
"field","400308","Medical devices","4003"
"field","400309","Neural engineering","4003"
"field","400310","Rehabilitation engineering","4003"
"field","400311","Tissue engineering","4003"
"field","400399","Biomedical engineering not elsewhere classified","4003"
"field","400401","Carbon capture engineering (excl. sequestration)","4004"
"field","400402","Chemical and thermal processes in energy and combustion","4004"
"field","400403","Chemical engineering design","4004"
"field","400404","Electrochemical energy storage and conversion","4004"
"field","400405","Food engineering","4004"
"field","400406","Powder and particle technology","4004"
"field","400407","Process control and simulation","4004"
"field","400408","Reaction engineering (excl. nuclear reactions)","4004"
"field","400409","Separation technologies","4004"
"field","400410","Wastewater treatment processes","4004"
"field","400411","Water treatment processes","4004"
"field","400499","Chemical engineering not elsewhere classified","4004"
"field","400501","Architectural engineering","4005"
"field","400502","Civil geotechnical engineering","4005"
"field","400503","Complex civil systems","4005"
"field","400504","Construction engineering","4005"
"field","400505","Construction materials","4005"
"field","400506","Earthquake engineering","4005"
"field","400507","Fire safety engineering","4005"
"field","400508","Infrastructure engineering and asset management","4005"
"field","400509","Structural dynamics","4005"
"field","400510","Structural engineering","4005"
"field","400511","Timber engineering","4005"
"field","400512","Transport engineering","4005"
"field","400513","Water resources engineering","4005"
"field","400599","Civil engineering not elsewhere classified","4005"
"field","400601","Antennas and propagation","4006"
"field","400602","Data communications","4006"
"field","400603","Molecular, biological, and multi-scale communications","4006"
"field","400604","Network engineering","4006"
"field","400605","Optical fibre communication systems and technologies","4006"
"field","400606","Satellite communications","4006"
"field","400607","Signal processing","4006"
"field","400608","Wireless communication systems and technologies (incl. microwave and millimetrewave)","4006"
"field","400699","Communications engineering not elsewhere classified","4006"
"field","400701","Assistive robots and technology","4007"
"field","400702","Automation engineering","4007"
"field","400703","Autonomous vehicle systems","4007"
"field","400704","Biomechatronics","4007"
"field","400705","Control engineering","4007"
"field","400706","Field robotics","4007"
"field","400707","Manufacturing robotics","4007"
"field","400708","Mechatronics hardware design and architecture","4007"
"field","400709","Medical robotics","4007"
"field","400710","Micro-manipulation","4007"
"field","400711","Simulation, modelling, and programming of mechatronics systems","4007"
"field","400799","Control engineering, mechatronics and robotics not elsewhere classified","4007"
"field","400801","Circuits and systems","4008"
"field","400802","Electrical circuits and systems","4008"
"field","400803","Electrical energy generation (incl. renewables, excl. photovoltaics)","4008"
"field","400804","Electrical energy storage","4008"
"field","400805","Electrical energy transmission, networks and systems","4008"
"field","400806","Electrical machines and drives","4008"
"field","400807","Engineering electromagnetics","4008"
"field","400808","Photovoltaic power systems","4008"
"field","400899","Electrical engineering not elsewhere classified","4008"
"field","400901","Analog electronics and interfaces","4009"
"field","400902","Digital electronic devices","4009"
"field","400903","Digital processor architectures","4009"
"field","400904","Electronic device and system performance evaluation, testing and simulation","4009"
"field","400905","Electronic instrumentation","4009"
"field","400906","Electronic sensors","4009"
"field","400907","Industrial electronics","4009"
"field","400908","Microelectronics","4009"
"field","400909","Photonic and electro-optical devices, sensors and systems (excl. communications)","4009"
"field","400910","Photovoltaic devices (solar cells)","4009"
"field","400911","Power electronics","4009"
"field","400912","Quantum engineering systems (incl. computing and communications)","4009"
"field","400913","Radio frequency engineering","4009"
"field","400999","Electronics, sensors and digital hardware not elsewhere classified","4009"
"field","401001","Engineering design","4010"
"field","401002","Engineering education","4010"
"field","401003","Engineering practice","4010"
"field","401004","Humanitarian engineering","4010"
"field","401005","Risk engineering","4010"
"field","401006","Systems engineering","4010"
"field","401099","Engineering practice and education not elsewhere classified","4010"
"field","401101","Air pollution modelling and control","4011"
"field","401102","Environmentally sustainable engineering","4011"
"field","401103","Global and planetary environmental engineering","4011"
"field","401104","Health and ecological risk assessment","4011"
"field","401105","Life cycle assessment and industrial ecology","4011"
"field","401106","Waste management, reduction, reuse and recycling","4011"
"field","401199","Environmental engineering not elsewhere classified","4011"
"field","401201","Aerodynamics (excl. hypersonic aerodynamics)","4012"
"field","401202","Bio-fluids","4012"
"field","401203","Biomedical fluid mechanics","4012"
"field","401204","Computational methods in fluid flow, heat and mass transfer (incl. computational fluid dynamics)","4012"
"field","401205","Experimental methods in fluid flow, heat and mass transfer","4012"
"field","401206","Fluid-structure interaction and aeroacoustics","4012"
"field","401207","Fundamental and theoretical fluid dynamics","4012"
"field","401208","Geophysical and environmental fluid flows","4012"
"field","401209","Hydrodynamics and hydraulic engineering","4012"
"field","401210","Microfluidics and nanofluidics","4012"
"field","401211","Multiphysics flows (incl. multiphase and reacting flows)","4012"
"field","401212","Non-Newtonian fluid flows (incl. rheology)","4012"
"field","401213","Turbulent flows","4012"
"field","401299","Fluid mechanics and thermal engineering not elsewhere classified","4012"
"field","401301","Cartography and digital mapping","4013"
"field","401302","Geospatial information systems and geospatial data modelling","4013"
"field","401303","Navigation and position fixing","4013"
"field","401304","Photogrammetry and remote sensing","4013"
"field","401305","Satellite-based positioning","4013"
"field","401306","Surveying (incl. hydrographic surveying)","4013"
"field","401399","Geomatic engineering not elsewhere classified","4013"
"field","401401","Additive manufacturing","4014"
"field","401402","CAD/CAM systems","4014"
"field","401403","Flexible manufacturing systems","4014"
"field","401404","Industrial engineering","4014"
"field","401405","Machine tools","4014"
"field","401406","Machining","4014"
"field","401407","Manufacturing management","4014"
"field","401408","Manufacturing processes and technologies (excl. textiles)","4014"
"field","401409","Manufacturing safety and quality","4014"
"field","401410","Microtechnology","4014"
"field","401411","Packaging, storage and transportation (excl. food and agricultural products)","4014"
"field","401412","Precision engineering","4014"
"field","401413","Textile technology","4014"
"field","401499","Manufacturing engineering not elsewhere classified","4014"
"field","401501","Marine engineering","4015"
"field","401502","Naval architecture","4015"
"field","401503","Ocean engineering","4015"
"field","401504","Ship and platform structures (incl. maritime hydrodynamics)","4015"
"field","401505","Special vehicles","4015"
"field","401599","Maritime engineering not elsewhere classified","4015"
"field","401601","Ceramics","4016"
"field","401602","Composite and hybrid materials","4016"
"field","401603","Compound semiconductors","4016"
"field","401604","Elemental semiconductors","4016"
"field","401605","Functional materials","4016"
"field","401606","Glass","4016"
"field","401607","Metals and alloy materials","4016"
"field","401608","Organic semiconductors","4016"
"field","401609","Polymers and plastics","4016"
"field","401610","Timber, pulp and paper","4016"
"field","401611","Wearable materials","4016"
"field","401699","Materials engineering not elsewhere classified","4016"
"field","401701","Acoustics and noise control (excl. architectural acoustics)","4017"
"field","401702","Dynamics, vibration and vibration control","4017"
"field","401703","Energy generation, conversion and storage (excl. chemical and electrical)","4017"
"field","401704","Mechanical engineering asset management","4017"
"field","401705","Microelectromechanical systems (MEMS)","4017"
"field","401706","Numerical modelling and mechanical characterisation","4017"
"field","401707","Solid mechanics","4017"
"field","401708","Tribology","4017"
"field","401799","Mechanical engineering not elsewhere classified","4017"
"field","401801","Micro- and nanosystems","4018"
"field","401802","Molecular and organic electronics","4018"
"field","401803","Nanoelectromechanical systems","4018"
"field","401804","Nanoelectronics","4018"
"field","401805","Nanofabrication, growth and self assembly","4018"
"field","401806","Nanomanufacturing","4018"
"field","401807","Nanomaterials","4018"
"field","401808","Nanometrology","4018"
"field","401809","Nanophotonics","4018"
"field","401810","Nanoscale characterisation","4018"
"field","401899","Nanotechnology not elsewhere classified","4018"
"field","401901","Electrometallurgy","4019"
"field","401902","Geomechanics and resources geotechnical engineering","4019"
"field","401903","Hydrometallurgy","4019"
"field","401904","Mineral processing/beneficiation","4019"
"field","401905","Mining engineering","4019"
"field","401906","Nuclear engineering (incl. fuel enrichment and waste processing and storage)","4019"
"field","401907","Petroleum and reservoir engineering","4019"
"field","401908","Pyrometallurgy","4019"
"field","401999","Resources engineering and extractive metallurgy not elsewhere classified","4019"
"field","409901","Agricultural engineering","4099"
"field","409902","Engineering instrumentation","4099"
"field","409903","Granular mechanics","4099"
"field","409999","Other engineering not elsewhere classified","4099"
"field","410101","Carbon sequestration science","4101"
"field","410102","Ecological impacts of climate change and ecological adaptation","4101"
"field","410103","Human impacts of climate change and human adaptation","4101"
"field","410199","Climate change impacts and adaptation not elsewhere classified","4101"
"field","410201","Bioavailability and ecotoxicology","4102"
"field","410202","Biosecurity science and invasive species ecology","4102"
"field","410203","Ecosystem function","4102"
"field","410204","Ecosystem services (incl. pollination)","4102"
"field","410205","Fire ecology","4102"
"field","410206","Landscape ecology","4102"
"field","410299","Ecological applications not elsewhere classified","4102"
"field","410301","Biodiscovery","4103"
"field","410302","Biological control","4103"
"field","410303","Bioremediation","4103"
"field","410304","Environmental biotechnology diagnostics (incl. biosensors)","4103"
"field","410305","Environmental marine biotechnology","4103"
"field","410306","Environmental nanotechnology and nanometrology","4103"
"field","410399","Environmental biotechnology not elsewhere classified","4103"
"field","410401","Conservation and biodiversity","4104"
"field","410402","Environmental assessment and monitoring","4104"
"field","410403","Environmental education and extension","4104"
"field","410404","Environmental management","4104"
"field","410405","Environmental rehabilitation and restoration","4104"
"field","410406","Natural resource management","4104"
"field","410407","Wildlife and habitat management","4104"
"field","410499","Environmental management not elsewhere classified","4104"
"field","410501","Environmental biogeochemistry","4105"
"field","410502","Noise and wave pollution processes and measurement","4105"
"field","410503","Groundwater quality processes and contaminated land assessment","4105"
"field","410504","Surface water quality processes and contaminated sediment assessment","4105"
"field","410599","Pollution and contamination not elsewhere classified","4105"
"field","410601","Land capability and soil productivity","4106"
"field","410602","Pedology and pedometrics","4106"
"field","410603","Soil biology","4106"
"field","410604","Soil chemistry and soil carbon sequestration (excl. carbon sequestration science)","4106"
"field","410605","Soil physics","4106"
"field","410699","Soil sciences not elsewhere classified","4106"
"field","419999","Other environmental sciences not elsewhere classified","4199"
"field","420101","Arts therapy","4201"
"field","420102","Audiology","4201"
"field","420103","Music therapy","4201"
"field","420104","Occupational therapy","4201"
"field","420105","Orthoptics","4201"
"field","420106","Physiotherapy","4201"
"field","420107","Podiatry","4201"
"field","420108","Prosthetics and orthotics","4201"
"field","420109","Rehabilitation","4201"
"field","420110","Speech pathology","4201"
"field","420199","Allied health and rehabilitation science not elsewhere classified","4201"
"field","420201","Behavioural epidemiology","4202"
"field","420202","Disease surveillance","4202"
"field","420203","Environmental epidemiology","4202"
"field","420204","Epidemiological methods","4202"
"field","420205","Epidemiological modelling","4202"
"field","420206","Forensic epidemiology","4202"
"field","420207","Major global burdens of disease","4202"
"field","420208","Nutritional epidemiology","4202"
"field","420209","Occupational epidemiology","4202"
"field","420210","Social epidemiology","4202"
"field","420299","Epidemiology not elsewhere classified","4202"
"field","420301","Aged health care","4203"
"field","420302","Digital health","4203"
"field","420303","Family care","4203"
"field","420304","General practice","4203"
"field","420305","Health and community services","4203"
"field","420306","Health care administration","4203"
"field","420307","Health counselling","4203"
"field","420308","Health informatics and information systems","4203"
"field","420309","Health management","4203"
"field","420310","Health surveillance","4203"
"field","420311","Health systems","4203"
"field","420312","Implementation science and evaluation","4203"
"field","420313","Mental health services","4203"
"field","420314","Multimorbidity","4203"
"field","420315","One health","4203"
"field","420316","Palliative care","4203"
"field","420317","Patient safety","4203"
"field","420318","People with disability","4203"
"field","420319","Primary health care","4203"
"field","420320","Residential client care","4203"
"field","420321","Rural and remote health services","4203"
"field","420399","Health services and systems not elsewhere classified","4203"
"field","420401","Clinical midwifery","4204"
"field","420402","Models of care and place of birth","4204"
"field","420403","Psychosocial aspects of childbirth and perinatal mental health","4204"
"field","420499","Midwifery not elsewhere classified","4204"
"field","420501","Acute care","4205"
"field","420502","Aged care nursing","4205"
"field","420503","Community and primary care","4205"
"field","420504","Mental health nursing","4205"
"field","420505","Nursing workforce","4205"
"field","420506","Sub-acute care","4205"
"field","420599","Nursing not elsewhere classified","4205"
"field","420601","Community child health","4206"
"field","420602","Health equity","4206"
"field","420603","Health promotion","4206"
"field","420604","Injury prevention","4206"
"field","420605","Preventative health care","4206"
"field","420606","Social determinants of health","4206"
"field","420699","Public health not elsewhere classified","4206"
"field","420701","Biomechanics","4207"
"field","420702","Exercise physiology","4207"
"field","420703","Motor control","4207"
"field","420799","Sports science and exercise not elsewhere classified","4207"
"field","420801","Chiropractic","4208"
"field","420802","Naturopathy","4208"
"field","420803","Traditional Chinese medicine and treatments","4208"
"field","420899","Traditional, complementary and integrative medicine not elsewhere classified","4208"
"field","429999","Other health sciences not elsewhere classified","4299"
"field","430101","Archaeological science","4301"
"field","430102","Archaeology of Asia, Africa and the Americas","4301"
"field","430103","Archaeology of Australia (excl. Aboriginal and Torres Strait Islander)","4301"
"field","430104","Archaeology of Europe, the Mediterranean and the Levant","4301"
"field","430105","Archaeology of New Zealand (excl. Māori)","4301"
"field","430106","Digital archaeology","4301"
"field","430107","Historical archaeology (incl. industrial archaeology)","4301"
"field","430108","Maritime archaeology","4301"
"field","430199","Archaeology not elsewhere classified","4301"
"field","430201","Archival, repository and related studies","4302"
"field","430202","Critical heritage, museum and archive studies","4302"
"field","430203","Cultural heritage management (incl. world heritage)","4302"
"field","430204","Digital heritage","4302"
"field","430205","Heritage and cultural conservation","4302"
"field","430206","Heritage collections and interpretations","4302"
"field","430207","Heritage tourism, visitor and audience studies","4302"
"field","430208","Intangible heritage","4302"
"field","430209","Materials conservation","4302"
"field","430299","Heritage, archive and museum studies not elsewhere classified","4302"
"field","430301","Asian history","4303"
"field","430302","Australian history","4303"
"field","430303","Biography","4303"
"field","430304","British history","4303"
"field","430305","Classical Greek and Roman history","4303"
"field","430306","Digital history","4303"
"field","430307","Environmental history","4303"
"field","430308","European history (excl. British, classical Greek and Roman)","4303"
"field","430309","Gender history","4303"
"field","430310","Global and world history","4303"
"field","430311","Historical studies of crime","4303"
"field","430312","Histories of race","4303"
"field","430313","History of empires, imperialism and colonialism","4303"
"field","430314","History of religion","4303"
"field","430315","History of the pacific","4303"
"field","430316","International history","4303"
"field","430317","Latin and South American history","4303"
"field","430318","Middle Eastern and North African history","4303"
"field","430319","Migration history","4303"
"field","430320","New Zealand history","4303"
"field","430321","North American history","4303"
"field","430322","Sub-Saharan African history","4303"
"field","430323","Transnational history","4303"
"field","430399","Historical studies not elsewhere classified","4303"
"field","439999","Other history, heritage and archaeology not elsewhere classified","4399"
"field","440101","Anthropology of development","4401"
"field","440102","Anthropology of gender and sexuality","4401"
"field","440103","Biological (physical) anthropology","4401"
"field","440104","Environmental anthropology","4401"
"field","440105","Linguistic anthropology","4401"
"field","440106","Medical anthropology","4401"
"field","440107","Social and cultural anthropology","4401"
"field","440199","Anthropology not elsewhere classified","4401"
"field","440201","Causes and prevention of crime","4402"
"field","440202","Correctional theory, offender treatment and rehabilitation","4402"
"field","440203","Courts and sentencing","4402"
"field","440204","Crime and social justice","4402"
"field","440205","Criminological theories","4402"
"field","440206","Critical approaches to crime","4402"
"field","440207","Cybercrime","4402"
"field","440208","Environmental crime","4402"
"field","440209","Gender and crime","4402"
"field","440210","Organised crime","4402"
"field","440211","Police administration, procedures and practice","4402"
"field","440212","Private policing and security services","4402"
"field","440213","Race/ethnicity and crime","4402"
"field","440214","Sociological studies of crime","4402"
"field","440215","State crime","4402"
"field","440216","Technology, crime and surveillance","4402"
"field","440217","Terrorism","4402"
"field","440218","Victims","4402"
"field","440219","White collar crime","4402"
"field","440299","Criminology not elsewhere classified","4402"
"field","440301","Family and household studies","4403"
"field","440302","Fertility","4403"
"field","440303","Migration","4403"
"field","440304","Mortality","4403"
"field","440305","Population trends and policies","4403"
"field","440399","Demography not elsewhere classified","4403"
"field","440401","Development cooperation","4404"
"field","440402","Humanitarian disasters, conflict and peacebuilding","4404"
"field","440403","Labour, migration and development","4404"
"field","440404","Political economy and social change","4404"
"field","440405","Poverty, inclusivity and wellbeing","4404"
